event_count,process_create_count,file_create_count,registry_modify_count,network_connect_count,uses_suspicious_process,uses_suspicious_command,has_multiple_behaviors,label
60,36,0,0,9,0,0,1,0
36,35,0,0,0,0,0,1,0
42,37,0,0,0,0,0,1,0
49,35,2,0,0,0,0,1,0
35,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
34,34,0,0,0,0,0,0,0
1850,45,8,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0
48,34,2,0,0,0,0,1,0
181,38,0,1,0,0,0,1,0
57,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
57,41,0,0,0,0,0,1,0
47,32,0,0,0,0,0,1,0
85,37,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0
479,45,0,0,1,0,0,1,0
36,35,0,0,0,0,0,1,0
285,35,0,0,36,0,0,1,0
0,0,0,0,0,0,0,0,0
36,35,0,0,0,0,0,1,0
48,36,10,0,0,0,1,1,0
69,33,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
125,38,0,0,0,0,0,1,0
63,33,1,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0
45,35,0,0,0,0,0,1,0
213,35,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
34,34,0,0,0,0,0,0,0
9,0,0,0,9,0,0,0,0
45,34,0,0,0,0,0,1,0
72,41,1,0,0,0,0,1,0
139,37,0,0,7,0,0,1,0
44,37,0,0,7,0,0,1,0
1,0,0,0,1,0,0,0,0
79,35,0,0,4,0,0,1,0
98,42,8,0,0,0,0,1,0
1000,35,41,0,8,0,1,1,0
35,34,0,0,0,0,0,1,0
37,35,0,0,0,0,0,1,0
36,35,0,0,0,0,0,1,0
37,37,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
55,36,0,0,2,0,0,1,0
347,35,0,20,6,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
42,35,0,0,0,0,0,1,0
38,33,0,0,0,0,0,1,0
156,36,0,0,0,0,0,1,0
56,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
12,0,0,0,12,0,0,0,0
58,39,2,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0
46,33,0,0,0,0,0,1,0
67,36,0,0,3,0,0,1,0
59,35,0,0,0,0,0,1,0
156,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
34,34,0,0,0,0,0,0,0
68,38,0,0,2,0,0,1,0
0,0,0,0,0,0,0,0,0
38,36,0,0,0,0,0,1,0
38,36,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0
54,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
266,37,1,8,0,0,0,1,0
0,0,0,0,0,0,0,0,0
346,38,1,9,0,0,0,1,0
73,38,0,0,0,0,0,1,0
35,35,0,0,0,0,0,0,0
55,35,0,0,0,0,0,1,0
306,37,0,0,3,0,0,1,0
0,0,0,0,0,0,0,0,0
45,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
88,33,0,0,0,0,0,1,0
56,34,0,0,0,0,0,1,0
59,35,0,0,0,0,0,1,0
197,34,0,0,0,0,0,1,0
61,42,0,0,4,0,0,1,0
55,34,0,0,0,0,0,1,0
101,41,0,2,0,0,0,1,0
0,0,0,0,0,0,0,0,0
63,36,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
50,37,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1104,35,0,1,0,0,0,1,0
246,34,0,0,0,0,0,1,0
65,37,0,0,0,0,0,1,0
35,34,0,0,0,0,0,1,0
9,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0
53,38,0,0,0,0,0,1,0
48,35,0,0,0,0,0,1,0
36,35,0,0,0,0,0,1,0
200,38,0,0,1,0,0,1,0
6108,51,14,95,6,1,1,1,0
157,41,1,0,0,1,1,1,0
306,37,0,0,3,0,0,1,0
49,34,0,0,0,0,0,1,0
48,34,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
38,37,0,0,0,0,0,1,0
70,34,0,0,0,0,0,1,0
50,36,2,0,0,0,0,1,0
63,35,0,0,0,0,0,1,0
45,37,0,0,2,0,0,1,0
122,36,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
34,33,0,0,0,0,0,1,0
58,37,0,0,2,0,0,1,0
87,35,0,0,0,0,0,1,0
131,33,0,0,0,1,0,1,0
43,38,0,0,1,0,0,1,0
216,36,1,4,0,0,1,1,0
47,34,0,0,0,0,0,1,0
46,37,0,0,7,0,0,1,0
36,34,0,0,0,0,0,1,0
65,40,0,0,0,0,0,1,0
59,33,0,0,0,0,0,1,0
473,40,2,85,7,0,0,1,0
0,0,0,0,0,0,0,0,0
38,34,0,0,0,0,0,1,0
723,38,0,50,0,0,1,1,0
36,35,0,0,0,0,0,1,0
34,34,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
62,35,0,0,0,0,0,1,0
33,33,0,0,0,0,0,0,0
157,35,0,0,0,0,0,1,0
35,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
375,34,1,0,4,0,1,1,0
152,34,0,0,0,0,0,1,0
70,33,0,0,0,0,0,1,0
34,34,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
50,41,0,0,9,0,0,1,0
53,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
78,37,0,0,8,0,0,1,0
0,0,0,0,0,0,0,0,0
48,34,2,0,0,0,0,1,0
39,34,0,0,0,0,0,1,0
176,40,0,0,8,0,0,1,0
33,33,0,0,0,0,0,0,0
51,37,2,0,0,0,0,1,0
346,36,0,0,12,0,0,1,0
0,0,0,0,0,0,0,0,0
48,34,2,0,0,0,0,1,0
34,34,0,0,0,0,0,0,0
155,36,0,0,1,0,0,1,0
37,33,0,0,0,0,0,1,0
61,34,0,0,0,0,0,1,0
54,38,0,0,0,0,0,1,0
57,39,0,0,0,0,0,1,0
35,34,0,0,0,0,0,1,0
47,34,0,0,0,0,0,1,0
196,33,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0
75,35,0,0,0,0,0,1,0
50,36,0,0,0,0,0,1,0
64,40,0,0,5,0,0,1,0
0,0,0,0,0,0,0,0,0
50,35,0,0,0,0,0,1,0
3095,34,0,0,2,1,0,1,0
4403,41,12,0,2,0,1,1,0
0,0,0,0,0,0,0,0,0
656,34,0,0,2,1,0,1,0
0,0,0,0,0,0,0,0,0
36,34,0,0,0,0,0,1,0
65,37,0,0,0,0,0,1,0
38,34,0,0,0,0,0,1,0
362,34,0,0,2,0,0,1,0
289,36,0,0,0,0,0,1,0
88,39,0,0,0,0,0,1,0
53,34,0,0,0,0,0,1,0
59,37,0,1,0,0,0,1,0
118,37,0,0,0,0,0,1,0
133,34,0,0,0,0,0,1,0
216,34,0,0,2,0,0,1,0
259,34,0,0,3,0,0,1,0
63,36,0,0,2,0,0,1,0
75,33,0,0,0,0,0,1,0
59,36,1,0,0,0,0,1,0
37,36,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
72,37,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
65,41,2,0,10,0,0,1,0
37,35,0,0,0,0,0,1,0
35,34,0,0,0,0,0,1,0
41,34,0,0,0,0,0,1,0
48,34,2,0,0,0,0,1,0
43,41,0,0,0,0,0,1,0
44,33,1,0,0,0,0,1,0
137,36,0,2,0,0,0,1,0
95,37,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
42,35,0,0,0,0,0,1,0
48,34,0,7,0,0,0,1,0
5851,39,14,34,17,1,1,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
98,33,0,0,0,0,0,1,0
64,36,0,0,2,0,0,1,0
181,38,0,1,0,0,0,1,0
68,34,0,0,0,0,0,1,0
365,34,0,0,0,0,0,1,0
80,43,0,0,9,0,0,1,0
104,35,1,0,0,0,0,1,0
56,35,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
66,34,0,0,0,0,0,1,0
60,36,0,0,9,0,0,1,0
287,36,0,0,0,0,0,1,0
269,34,214,0,0,0,1,1,0
361,35,0,0,0,0,0,1,0
67,37,2,0,0,0,0,1,0
41,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
42,35,0,0,0,0,0,1,0
1144,35,1100,0,0,0,0,1,0
7,0,0,0,7,0,0,0,0
39,35,0,0,0,0,0,1,0
53,38,0,0,0,0,0,1,0
36,35,0,0,0,0,0,1,0
104,37,0,0,0,0,0,1,0
61,36,0,0,0,0,0,1,0
67,38,1,0,0,0,1,1,0
64,37,0,0,0,0,0,1,0
167,36,0,1,2,0,0,1,0
36,35,0,0,0,0,0,1,0
63,35,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
435,35,0,12,7,0,0,1,0
159,34,0,0,0,0,0,1,0
59,37,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0
47,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
48,34,2,0,0,0,0,1,0
49,35,2,0,0,0,0,1,0
303,35,0,0,2,0,0,1,0
275,34,0,7,0,0,0,1,0
95,32,1,0,0,0,1,1,0
35,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
196,33,1,0,0,0,0,1,0
938,38,1,8,0,1,0,1,0
35,33,0,0,0,0,0,1,0
128,33,0,0,0,0,0,1,0
102,35,1,0,0,1,0,1,0
41,41,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
46,33,0,0,0,0,0,1,0
156,36,0,0,0,0,0,1,0
80,35,0,0,0,0,0,1,0
48,34,2,0,0,0,0,1,0
35,34,0,0,0,0,0,1,0
35,34,0,0,0,0,0,1,0
7,0,0,0,7,0,0,0,0
35,35,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2437,151,1,2,0,1,1,1,0
0,0,0,0,0,0,0,0,0
53,36,0,0,2,0,0,1,0
52,34,0,0,0,0,0,1,0
43,36,0,0,5,0,0,1,0
0,0,0,0,0,0,0,0,0
58,35,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
47,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
64,40,0,1,2,0,0,1,0
137,36,0,2,0,0,0,1,0
142,38,0,0,0,1,0,1,0
41,39,0,0,0,0,0,1,0
52,33,0,0,0,0,0,1,0
36,34,0,0,0,0,0,1,0
316,40,0,0,10,0,0,1,0
34,34,0,0,0,0,0,0,0
62,36,0,0,0,0,0,1,0
979,41,0,0,6,1,0,1,0
40,38,0,0,0,0,0,1,0
159,37,0,0,0,0,0,1,0
61,57,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
422,33,0,12,5,0,0,1,0
63,36,0,0,0,0,0,1,0
33,33,0,0,0,0,0,0,0
68,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
40,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
54,34,0,0,0,0,0,1,0
196,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
46,39,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
139,35,1,2,0,0,1,1,0
61,38,0,0,0,1,0,1,0
124,37,0,0,0,0,0,1,0
100,33,1,0,0,1,0,1,0
229,39,1,2,0,1,0,1,0
0,0,0,0,0,0,0,0,0
37,35,1,0,0,0,0,1,0
37,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
7,0,0,0,7,0,0,0,0
4,0,0,0,4,0,0,0,0
54,37,0,0,2,0,0,1,0
34,34,0,0,0,0,0,0,0
79,36,0,0,0,0,0,1,0
200,39,5,4,0,0,1,1,0
155,33,0,0,0,0,0,1,0
373,43,18,8,8,1,1,1,0
33,33,0,0,0,0,0,0,0
91,35,0,0,0,1,0,1,0
2,0,0,0,2,0,0,0,0
36,35,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
367,37,0,0,13,0,0,1,0
34,34,0,0,0,0,0,0,0
64,33,1,0,0,0,1,1,0
33,33,0,0,0,0,0,0,0
171,35,0,0,0,0,0,1,0
287,36,0,0,0,0,0,1,0
50,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
59,35,0,0,0,0,0,1,0
38,34,0,0,0,0,0,1,0
60,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
367,35,0,0,0,0,0,1,0
43,41,0,0,2,0,0,1,0
42,35,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
37,36,0,0,0,0,0,1,0
74,36,0,0,0,0,0,1,0
142,42,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0
308,36,43,0,6,1,1,1,0
0,0,0,0,0,0,0,0,0
40,35,0,0,0,0,0,1,0
35,34,0,0,0,0,0,1,0
57,34,0,0,0,0,0,1,0
59,35,0,0,0,0,0,1,0
161,37,0,0,2,0,0,1,0
11,0,0,0,11,0,0,0,0
289,36,0,0,0,0,0,1,0
49,35,2,0,0,0,0,1,0
53,40,0,0,7,0,0,1,0
50,34,0,0,0,0,0,1,0
50,37,0,0,7,0,0,1,0
177,54,12,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
111,36,0,0,0,0,0,1,0
100,36,0,0,0,0,0,1,0
47,33,0,0,0,0,0,1,0
53,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
38,38,0,0,0,0,0,0,0
34,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
62,35,0,0,0,0,0,1,0
47,34,0,0,0,0,0,1,0
54,37,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
27,0,0,0,27,0,0,0,0
35,35,0,0,0,0,0,0,0
40,34,0,0,0,0,0,1,0
51,35,0,0,0,0,0,1,0
391,33,0,0,0,0,0,1,0
52,34,0,0,0,0,0,1,0
47,36,0,0,10,0,0,1,0
70,40,0,0,2,0,0,1,0
201,34,0,0,0,0,0,1,0
180,36,0,0,0,0,0,1,0
212,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
35,34,0,0,0,0,0,1,0
50,35,0,0,0,0,0,1,0
156,34,0,0,0,0,0,1,0
8,0,0,0,8,0,0,0,0
413,41,0,1,2,1,0,1,0
36,35,0,0,0,0,0,1,0
204,33,0,0,0,0,0,1,0
49,34,0,0,0,0,0,1,0
65,35,1,0,0,0,1,1,0
176,38,0,0,0,0,0,1,0
329,35,0,13,1,0,0,1,0
39,35,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
40,37,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
35,34,0,0,0,0,0,1,0
40,37,0,0,0,0,0,1,0
48,34,0,0,0,0,0,1,0
48,34,0,0,0,0,0,1,0
34,33,0,0,0,0,0,1,0
97,36,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
175,33,0,0,0,0,0,1,0
10155,51,46,31,21,0,1,1,0
74,36,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
46,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
46,39,0,0,5,0,0,1,0
59,35,0,0,0,0,0,1,0
35,35,0,0,0,0,0,0,0
170,33,0,0,0,0,0,1,0
53,33,0,0,0,0,0,1,0
77,35,0,0,0,0,0,1,0
33,33,0,0,0,0,0,0,0
158,34,0,0,0,0,0,1,0
40,36,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
36,36,0,0,0,0,0,0,0
34,34,0,0,0,0,0,0,0
67,38,0,0,2,0,0,1,0
283,37,0,8,0,1,0,1,0
102,41,1,0,0,0,0,1,0
34,34,0,0,0,0,0,0,0
120,34,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
51,35,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
627,41,294,8,4,1,1,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
40,35,0,0,0,0,0,1,0
37,35,0,0,0,0,0,1,0
410,37,0,1,0,0,0,1,0
34,34,0,0,0,0,0,0,0
37,37,0,0,0,0,0,0,0
39,35,0,0,0,0,0,1,0
2821,40,8,0,0,0,1,1,0
46,34,0,0,0,0,0,1,0
65,37,0,0,0,0,0,1,0
66,38,0,0,0,0,0,1,0
184,38,0,0,4,0,0,1,0
44,38,0,0,4,0,0,1,0
1624,40,2,0,0,0,0,1,0
114,34,0,0,3,0,0,1,0
54,36,0,0,5,0,0,1,0
